,Cell,MSE,Passed,MAPE
4281,BAKTP22L,88.52,0.010094,7.16
3343,BAKTP23L,70.58,0.010162,6.95
4643,BAKTP24L,68.00,0.008000,6.47
2843,BAKTP27L,90.17,0.008041,6.81
4314,BAKTP31L,45.70,0.002015,5.24
1902,BAKTP32L,81.00,0.002016,6.98
2336,BAKTP33L,157.46,0.018116,7.24
4717,BAKTP37L,37.96,0.010053,4.87
3161,BATIR12L,248.94,0.007961,10.78
2933,BATIR13L,233.89,0.010030,9.13
1976,BATIR17L,177.25,0.010026,10.57
3169,BATIR22L,191.55,0.010038,11.37
3239,BATIR23L,197.54,0.006737,9.67
1630,BATIR27L,161.63,0.010019,10.49
1340,BATIR32L,113.84,0.000000,8.37
5004,BATIR33L,82.53,0.007982,5.77
166,BATIR37L,140.40,0.003642,8.45
2373,BAYGI11L,3.85,0.010069,1.53
4618,BAYGI12L,76.85,0.008007,7.70
37,BAYGI13L,30.38,0.002011,4.67
3526,BAYGI14L,62.08,0.010102,6.82
1661,BAYGI17L,65.90,0.008025,6.29
3673,BAYGI21L,5.34,0.016316,1.73
3428,BAYGI27L,25.95,0.009975,4.22
4581,BAYGI31L,3.95,0.010217,1.55
694,BAYGI32L,35.80,0.010033,5.14
4115,BAYGI33L,39.76,0.008082,4.38
5034,BAYGI34L,97.32,0.010088,7.95
2868,BAYGI37L,80.63,0.010024,7.03
3148,BBABY12L,109.70,0.008048,9.05
704,BBABY13L,102.81,0.012148,6.68
2852,BBABY17L,126.39,0.010097,8.31
3341,BBABY22L,101.39,0.010032,7.89
3190,BBABY23L,51.32,0.008011,6.07
818,BBABY27L,301.46,0.010093,14.33
927,BCLUB17L,261.81,0.010080,13.09
400,BCLUB22L,63.14,0.002047,6.62
1260,BCLUB27L,100.91,0.002017,8.11
1948,BDKIB12L,56.92,0.010033,5.50
454,BDKIB17L,110.35,0.006183,7.76
1968,BDKIB27L,419.38,0.010052,17.33
2106,BDKIB37L,91.77,0.010026,6.72
2903,BIATA11L,7.02,0.010102,2.13
4242,BIATA12L,168.31,0.013902,11.07
4193,BIATA13L,130.58,0.010608,8.62
2244,BIATA14L,146.73,0.010047,9.11
3887,BIATA17L,245.03,0.017116,8.45
4159,BIATA21L,15.21,0.008000,2.87
3456,BIATA22L,116.26,0.007595,5.65
35,BIATA23L,51.10,0.010068,5.12
4319,BIATA27L,121.41,0.010039,6.99
5103,BIBER17L,306.23,0.007999,14.58
1078,BIBER21L,65.91,0.010030,5.91
2035,BIBER22L,274.32,0.008019,13.55
1699,BIBER23L,272.20,0.002047,13.04
4367,BIBER27L,332.68,0.004001,13.83
4971,BIGIR11L,13.03,0.002012,2.08
4312,BIGIR12L,76.79,0.010032,7.43
4727,BIGIR13L,42.79,0.002042,4.43
3416,BIGIR17L,47.57,0.010062,5.73
2218,BIGIR21L,4.38,0.010057,1.64
561,BIGIR22L,104.67,0.010055,8.97
4143,BIGIR23L,123.15,0.006000,6.74
4285,BIGIR27L,31.83,0.008020,4.17
3121,BIGIR31L,5.19,0.010041,1.63
4022,BIGIR32L,78.32,0.011101,6.78
2531,BIGIR33L,54.36,0.008048,5.59
624,BIGIR34L,246.81,0.010077,12.70
2289,BIGIR37L,39.89,0.002015,5.13
3180,BIHAL11L,13.84,0.010033,2.76
1441,BIHAL12L,106.45,0.010035,7.06
4804,BIHAL13L,101.12,0.010081,7.77
5050,BIHAL14L,107.41,0.012149,7.26
103,BIHAL17L,189.05,0.010031,8.41
2468,BIHAL21L,12.31,0.012105,2.63
3489,BIHAL22L,162.37,0.007965,9.84
346,BIHAL23L,103.61,0.010029,7.73
5172,BIHAL24L,74.07,0.004000,6.47
3014,BIHAL27L,135.94,0.010067,8.26
5119,BIPOL17L,122.11,0.008004,8.07
2881,BIPOL27L,76.09,0.010034,6.13
1567,BIPOL37L,65.19,0.010031,6.21
1363,BISER12L,38.81,0.010051,4.96
4963,BISER17L,48.11,0.006265,5.69
3873,BISER27L,40.30,0.020001,3.89
3892,BIT0112L,34.74,0.008001,4.70
4913,BIT0113L,26.66,0.000000,3.77
2120,BIT0117L,28.60,0.010026,4.49
2483,BIT0122L,10.39,0.010058,2.46
2651,BIT0123L,24.77,0.010059,3.62
2532,BIT0127L,22.42,0.008022,3.56
3766,BITEZ11L,30.94,0.007941,3.87
3842,BITEZ12L,122.51,0.010027,8.83
385,BITEZ17L,82.67,0.008033,7.05
3218,BITEZ21L,10.16,0.018047,2.54
5000,BITEZ22L,96.01,0.010093,7.67
1862,BITEZ23L,55.17,0.010090,5.85
5007,BITEZ24L,127.76,0.010102,7.69
2786,BITEZ27L,65.79,0.010031,6.41
652,BITEZ31L,11.03,0.010038,2.19
683,BITEZ32L,89.61,0.000000,7.27
4763,BITEZ37L,117.32,0.002008,8.43
1945,BITIS11L,10.36,0.010083,2.53
4641,BITIS12L,46.92,0.008016,5.19
2192,BITIS13L,36.02,0.010036,4.51
3122,BITIS17L,44.22,0.002043,5.06
2056,BITIS21L,16.12,0.010021,2.91
4582,BITIS22L,86.22,0.012000,5.95
3609,BITIS23L,71.09,0.010034,5.71
1950,BITIS24L,276.50,0.010029,9.04
5026,BITIS27L,142.93,0.010031,8.90
1347,BITTV11L,11.15,0.002015,2.54
3461,BITTV12L,81.16,0.002042,7.20
1039,BITTV13L,40.42,0.010036,4.76
4014,BITTV14L,52.08,0.008953,5.41
4195,BITTV15L,66.40,0.004000,5.99
4326,BITTV17L,96.91,0.010083,7.75
3222,BITTV21L,74.96,0.002019,6.00
1899,BITTV22L,292.31,0.002015,12.44
2491,BITTV23L,196.21,0.010088,10.49
2866,BITTV24L,150.41,0.010035,9.68
3247,BITTV27L,243.23,0.010036,12.01
1992,BITTV31L,54.91,0.010100,4.77
3532,BITTV32L,220.88,0.010063,11.46
2,BITTV33L,373.35,0.010071,12.42
1174,BITTV34L,250.34,0.010090,11.24
655,BITTV35L,56.43,0.010063,5.09
2833,BITTV37L,220.33,0.010159,10.68
1980,BOACB11L,18.19,0.010037,2.50
5062,BOACB12L,32.19,0.010081,3.92
1821,BOACB13L,7.03,0.008011,2.00
2930,BOACB17L,3.03,0.010030,1.49
4712,BOACB21L,10.59,0.007995,2.35
787,BOACB22L,31.74,0.010081,3.38
2928,BOACB23L,46.22,0.020181,3.15
1362,BOACB27L,24.38,0.010055,3.91
156,BOACB31L,9.68,0.010098,2.39
4389,BOACB32L,33.20,0.007993,4.38
3067,BOACB33L,41.36,0.010088,3.07
2727,BOACB34L,20.60,0.010036,2.48
4779,BOACB37L,22.94,0.010053,3.54
2906,BOACB72L,124.38,0.010041,8.38
1419,BOASA12L,86.63,0.010091,7.85
4399,BOASA13L,59.87,0.008013,6.25
804,BOASA14L,184.93,0.010020,8.68
630,BOASA17L,153.77,0.002015,9.19
4290,BOASA22L,205.72,0.010084,10.51
4031,BOASA23L,148.33,0.006981,8.87
1648,BOASA24L,101.51,0.010026,8.28
4629,BOASA27L,64.71,0.007993,6.69
3662,BOBAG11L,34.99,0.008119,4.53
2901,BOBAG12L,246.64,0.008017,12.40
3485,BOBAG13L,146.79,0.018133,9.52
4293,BOBAG14L,300.19,0.010037,12.48
5022,BOBAG15L,87.79,0.008046,7.68
1390,BOBAG17L,222.37,0.008021,11.31
2736,BOBAG21L,161.48,0.010226,9.41
2169,BOBAG22L,294.79,0.010122,13.11
2855,BOBAG23L,288.68,0.010076,12.19
4165,BOBAG24L,274.10,0.008028,13.55
4387,BOBAG27L,289.93,0.004000,13.43
1404,BOBAG31L,185.75,0.002041,8.88
4459,BOBAG32L,258.80,0.002011,11.88
3254,BOBAG33L,175.70,0.010037,10.98
114,BOBAG37L,297.44,0.010089,10.97
1628,BOBAR11L,13.79,0.010037,2.72
1067,BOBAR12L,57.49,0.010031,5.67
4674,BOBAR13L,38.27,0.010071,4.53
3674,BOBAR17L,106.89,0.010486,7.51
4800,BOBAR21L,41.19,0.010031,5.01
5001,BOBAR22L,120.33,0.010063,8.48
4420,BOBAR23L,124.15,0.012005,8.60
4057,BOBAR27L,184.90,0.017952,9.49
5118,BOBYL12L,61.64,0.008003,5.33
194,BOBYL13L,109.31,0.010024,8.50
1918,BOBYL14L,162.69,0.010090,10.42
2209,BOBYL17L,257.68,0.008018,9.65
4562,BOBYL27L,216.75,0.012002,10.87
2576,BOCAP17L,84.96,0.010034,7.26
3195,BOCAP22L,114.05,0.010035,8.27
1308,BOCAP23L,93.74,0.002052,6.91
1369,BOCAP27L,54.15,0.010073,5.78
2438,BOCAP37L,91.50,0.008044,7.05
4797,BOCIF12L,59.28,0.010368,6.58
471,BOCIF13L,29.32,0.010027,4.47
414,BOCIF14L,96.42,0.002012,5.36
1073,BOCIF17L,36.43,0.010060,3.63
3648,BOCIF22L,57.82,0.010027,6.28
4030,BOCIF23L,34.69,0.011989,4.67
1219,BOCIF24L,40.93,0.002046,4.97
4034,BOCIF27L,33.92,0.010971,4.76
208,BOCIF37L,234.65,0.010021,10.54
2990,BOCIM17L,68.90,0.010034,6.59
2755,BOCIM21L,29.76,0.010070,4.48
2526,BOCIM27L,55.15,0.002019,5.31
1352,BOCIM31L,4.76,0.010033,1.73
4840,BOCIM37L,59.70,0.010068,6.40
4175,BOCIM77L,245.97,0.012000,11.95
2589,BOCIR12L,152.40,0.000000,9.77
145,BOCIR13L,48.05,0.010029,5.48
2164,BOCIR17L,110.38,0.008014,7.45
3157,BOCRS11L,32.64,0.010037,4.48
1956,BOCRS12L,374.19,0.010082,15.34
3223,BOCRS13L,252.30,0.008018,12.40
1343,BOCRS17L,242.90,0.010086,11.30
4693,BOCRS21L,7.69,0.010031,2.13
1991,BOCRS22L,160.00,0.010020,9.59
4780,BOCRS23L,226.43,0.000000,10.86
852,BOCRS24L,167.12,0.010095,9.36
1509,BOCRS27L,269.38,0.010098,13.73
4756,BOCRS37L,204.80,0.010056,10.56
3175,BOD0112L,89.58,0.002013,7.24
184,BOD0122L,156.54,0.002016,10.21
2627,BODAG17L,94.96,0.010022,7.39
4199,BODAG22L,54.71,0.012004,5.71
4968,BODAG23L,46.05,0.008020,5.31
1102,BODAG24L,34.05,0.010047,4.58
3953,BODAG27L,19.35,0.014011,3.65
5018,BODAG37L,22.59,0.002032,3.46
3402,BODAL17L,62.20,0.010438,5.52
1096,BODAL27L,29.90,0.010100,4.66
2121,BODAR11L,22.63,0.002040,3.56
3965,BODAR12L,66.32,0.015276,6.81
702,BODAR13L,41.97,0.009599,4.90
2640,BODAR17L,61.81,0.010036,5.93
1523,BODAR21L,37.14,0.008019,3.89
2804,BODAR22L,26.31,0.010031,3.77
2006,BODAR23L,34.04,0.010057,3.97
