,Cell,MSE,Passed,MAPE
1260,PALRE12L,36.49,0.000000,3.99
4797,PALRE13L,14.42,0.008030,2.46
2190,PALRE14L,13.94,0.000000,1.64
3901,PALRE15L,8.71,0.000000,1.85
3444,PALRE17L,40.94,0.002017,3.54
4916,PALRE22L,11.08,0.000000,2.68
4129,PALRE23L,19.67,0.000000,2.48
527,PALRE24L,22.92,0.000000,3.56
3418,PALRE25L,5.39,0.000000,1.83
1155,PALRE27L,20.16,0.000000,3.42
4393,PAYAL02L,46.64,0.000000,5.27
478,PAYAL03L,60.75,0.000000,5.90
4469,PAYAL07L,65.10,0.000000,5.20
339,PAYAL12L,61.64,0.000000,5.88
3278,PAYAL13L,101.67,0.000000,6.27
1255,PAYAL14L,72.51,0.002015,4.62
2041,PAYAL17L,127.52,0.000000,8.77
2074,PAYAL22L,65.35,0.000000,5.37
3204,PAYAL23L,51.65,0.000000,5.02
4691,PAYAL24L,50.34,0.008015,5.17
3180,PAYAL27L,58.41,0.000000,5.46
229,PAYAL37L,293.99,0.000000,14.55
1406,PAYAL42L,224.29,0.000000,10.06
3622,PAYAL43L,145.92,0.000000,8.58
3123,PAYAL47L,215.85,0.000000,10.79
569,PAYAL52L,247.66,0.000000,10.40
4097,PAYAL53L,178.09,0.000000,8.82
3914,PAYAL54L,210.82,0.000000,10.70
3086,PAYAL57L,323.89,0.000000,12.88
3847,PAYAL62L,126.37,0.008017,8.24
1447,PAYAL63L,79.93,0.008050,6.42
994,PAYAL64L,206.00,0.000000,9.32
4656,PAYAL67L,302.41,0.000000,9.96
3567,PAYAL72L,187.95,0.000000,10.17
2179,PAYAL73L,133.97,0.002046,8.65
2404,PAYAL74L,71.40,0.000000,6.70
5182,PAYAL77L,87.65,0.000000,6.73
3728,PAYAL82L,246.84,0.000000,8.44
2901,PAYAL83L,165.74,0.000000,9.46
4622,PAYAL84L,165.13,0.000000,8.08
1532,PAYAL87L,181.29,0.000000,9.99
5171,PAYAL92L,83.92,0.000000,6.29
4005,PAYAL93L,118.15,0.000000,7.50
3228,PAYAL94L,153.19,0.000000,9.22
3585,PAYAL97L,245.96,0.000000,12.12
2215,PILAJ11L,40.26,0.000000,4.27
4716,PILAJ12L,40.16,0.000000,4.80
454,PILAJ13L,66.93,0.000000,5.62
913,PILAJ14L,35.14,0.000000,4.04
4,PILAJ17L,60.23,0.000000,5.49
2282,PILAJ21L,29.98,0.000000,4.11
842,PILAJ22L,64.21,0.000000,5.47
5040,PILAJ23L,72.83,0.000000,6.01
4557,PILAJ24L,58.42,0.000000,5.17
3287,PILAJ27L,58.20,0.008039,5.79
1214,PILAJ31L,12.75,0.002048,2.29
1496,PILAJ32L,124.67,0.000000,7.51
1084,PILAJ33L,166.93,0.000000,8.43
2484,PILAJ34L,122.38,0.000000,8.67
974,PILAJ37L,230.33,0.000000,11.65
3821,RAHAT11L,8.20,0.000000,2.10
2123,RAHAT12L,25.25,0.000000,3.71
1833,RAHAT13L,45.14,0.008034,5.62
4333,RAHAT21L,7.57,0.000000,2.00
4865,RAHAT22L,35.07,0.008169,4.37
3965,RAHAT23L,64.63,0.000000,5.67
1138,RAHAT24L,73.00,0.000000,5.59
5073,RAHAT31L,7.44,0.008016,1.97
114,RAHAT32L,6.69,0.000000,1.89
20,RAHAT33L,13.12,0.008023,2.71
4649,RAHBA11L,11.05,0.008023,2.33
2478,RAHBA12L,16.74,0.000000,3.00
3809,RAHBA13L,39.58,0.008049,4.59
2166,RAHBA21L,10.59,0.008048,2.37
872,RAHBA22L,42.40,0.000000,4.90
4687,RAHBA23L,66.33,0.000000,5.55
4995,RAHBA31L,21.65,0.000000,2.26
4173,RAHBA32L,14.37,0.000000,2.56
1970,RAHBA33L,39.74,0.000000,3.88
244,RAHBA37L,20.39,0.000000,3.14
1824,RAHEL12L,27.88,0.000000,3.20
856,RAHEL13L,67.72,0.000000,6.33
1693,RAHEL22L,19.08,0.000000,3.00
3346,RAHEL23L,55.19,0.002052,6.02
