,Cell,MSE,Passed,MAPE
4170,ALGIS37L,31.96,0.008135,8.19
3514,ALISM11L,81.99,0.012054,10.28
1188,ALISM12L,141.42,0.008031,12.00
4105,ALISM13L,123.96,0.010030,10.96
3055,ALISM17L,103.02,0.008052,10.52
2542,ALISM21L,14.61,0.008021,7.29
389,ALISM22L,234.46,0.010040,14.13
3764,ALISM23L,112.06,0.010051,11.05
3647,ALISM27L,83.89,0.010070,9.52
141,ALISM31L,37.17,0.010094,9.39
4630,ALISM32L,193.73,0.010063,12.79
3351,ALISM33L,107.83,0.010042,9.94
3318,ALISM37L,119.31,0.010040,10.23
1788,ALKGI12L,443.36,0.002019,16.98
3827,ALKGI13L,185.70,0.010039,13.39
3914,ALKGI17L,446.04,0.008024,15.35
1007,ALKGI22L,361.25,0.010031,14.90
1090,ALKGI23L,165.35,0.010092,13.05
2255,ALKGI27L,104.36,0.010030,9.71
4800,ALMET11L,6.60,0.010032,5.80
2019,ALMET12L,36.90,0.008037,8.10
4447,ALMET13L,33.32,0.014286,6.84
3776,ALMET17L,81.86,0.030105,8.87
2938,ALMET21L,11.85,0.010033,6.58
1647,ALMET22L,54.23,0.010065,8.78
1917,ALMET23L,36.32,0.008046,8.08
2393,ALMET27L,32.01,0.020173,8.67
3792,ALMET31L,3.16,0.009530,5.76
1150,ALMET32L,41.39,0.002051,9.26
1141,ALMET33L,52.13,0.010035,8.42
935,ALMET37L,54.65,0.020078,10.44
3374,ALOAS11L,25.34,0.010096,5.60
4148,ALOAS12L,32.77,0.004067,8.90
1570,ALOAS13L,13.78,0.008027,8.14
1392,ALOAS17L,58.76,0.020173,6.33
3458,ALOAS21L,28.74,0.008015,7.12
3952,ALOAS22L,12.65,0.009590,7.41
2934,ALOAS23L,17.23,0.004003,7.71
4805,ALOAS31L,16.72,0.012135,7.85
4751,ALOAS32L,21.83,0.000000,7.55
3474,ALOAS33L,32.25,0.002014,7.88
4082,ALOKA16L,37.60,0.002049,28.72
783,ALOKA17L,60.21,0.008054,7.34
3502,ALOKA36L,54.96,0.018058,5.00
4982,ALOKA37L,65.04,0.008000,7.12
4418,ALOVA11L,46.00,0.010043,5.53
3157,ALOVA16L,92.91,0.010075,52.66
1681,ALOVA17L,65.76,0.010040,9.82
1490,ALOVA21L,26.68,0.002017,7.00
3522,ALOVA26L,54.57,0.008050,5.89
