,Cell,MSE,Passed,MAPE
425,ALISM32L,193.76,0.010104,10.28
2238,ALISM33L,105.93,0.010102,8.13
1018,ALISM37L,120.74,0.010066,7.78
291,ALKGI12L,424.39,0.012044,16.29
4600,ALKGI13L,184.23,0.010056,10.57
4950,ALKGI17L,450.57,0.010037,14.42
832,ALKGI22L,362.12,0.020164,14.44
1266,ALKGI23L,166.18,0.010042,10.41
1825,ALKGI27L,101.32,0.008050,7.64
3250,ALMET11L,6.91,0.002016,1.93
4406,ALMET12L,36.56,0.000000,4.17
1242,ALMET13L,33.43,0.010046,4.18
2369,ALMET17L,75.81,0.012103,5.89
1474,ALMET21L,11.79,0.020192,2.15
1618,ALMET22L,50.73,0.010094,5.40
4948,ALMET23L,35.24,0.010103,4.60
4190,ALMET27L,32.71,0.015290,3.98
831,ALMET31L,3.16,0.020079,1.31
4536,ALMET32L,41.66,0.008025,4.64
1500,ALMET33L,52.25,0.020160,4.28
4491,ALMET37L,54.46,0.012065,5.08
1169,ALOAS11L,25.17,0.010112,3.19
3422,ALOAS12L,32.07,0.002019,2.35
4385,ALOAS13L,11.52,0.010046,2.70
3623,ALOAS17L,44.17,0.018135,5.52
328,ALOAS21L,28.74,0.010091,3.45
4367,ALOAS22L,11.91,0.002017,2.48
1209,ALOAS23L,15.75,0.008018,2.75
4363,ALOAS31L,16.76,0.010077,3.11
4398,ALOAS32L,19.07,0.010045,3.43
2151,ALOAS33L,32.84,0.000000,4.23
1003,ALOKA16L,36.83,0.020077,4.96
5181,ALOKA17L,54.58,0.010076,5.46
376,ALOKA36L,56.42,0.002017,6.21
1661,ALOKA37L,65.28,0.008019,6.25
2157,ALOVA11L,45.72,0.030261,5.15
2325,ALOVA16L,92.79,0.002015,8.73
4318,ALOVA17L,65.12,0.000000,6.15
1243,ALOVA21L,26.48,0.010049,2.87
72,ALOVA26L,52.74,0.002050,5.39
2412,ALOVA27L,10.41,0.010033,2.25
3179,ALPAZ11L,78.01,0.020159,7.20
3647,ALPAZ17L,158.10,0.010049,9.92
3710,ALPAZ21L,86.35,0.021240,6.30
991,ALPAZ22L,319.02,0.020077,13.82
2858,ALPAZ23L,132.17,0.018059,8.13
734,ALPAZ27L,209.51,0.012139,10.89
1456,ALPAZ31L,26.37,0.010045,3.60
2548,ALPAZ32L,304.76,0.030263,13.10
1557,ALPAZ33L,127.65,0.008044,9.05
2992,ALPAZ37L,189.41,0.024009,10.00
26,ALYBE11L,14.83,0.010035,2.28
2733,ALYBE17L,235.37,0.010031,12.09
512,ALYBE27L,20.24,0.020087,3.49
1431,ALYBE37L,45.50,0.020065,5.28
3270,ALYNS12L,298.58,0.002016,11.22
886,ALYNS13L,158.92,0.008016,8.54
4217,ALYNS17L,250.90,0.012048,11.80
1894,ALYNS21L,34.99,0.010038,4.08
4308,ALYNS22L,88.43,0.010097,6.75
3597,ALYNS23L,149.27,0.018067,7.59
4602,ALYNS24L,80.56,0.008044,6.26
713,ALYNS26L,287.73,0.010036,15.27
2492,ALYNS27L,117.05,0.010035,7.64
3340,ALYNS31L,22.91,0.018068,3.29
2986,ALYNS32L,399.42,0.008000,16.04
669,ALYNS33L,276.95,0.010073,13.01
1359,ALYNS37L,290.10,0.008000,12.09
156,ALYUN12L,101.31,0.028206,8.09
2204,ALYUN13L,69.89,0.010073,6.64
4404,ALYUN16L,49.06,0.008017,6.71
1284,ALYUN17L,105.77,0.010088,6.05
1820,ALYUN22L,341.12,0.010035,13.74
2857,ALYUN26L,71.58,0.010096,7.39
3370,ALYUN27L,32.43,0.010092,4.20
4101,ALYUN36L,16.04,0.010045,3.41
4874,ALYUN37L,163.54,0.010033,9.28
134,ANKOY17L,90.86,0.010029,7.18
3953,ANKOY22L,38.88,0.010050,4.47
1424,ANKOY27L,106.45,0.010035,6.55
1187,ANKOY32L,38.60,0.018128,4.88
3267,ANKOY33L,34.53,0.028182,4.26
2850,ANKOY37L,45.31,0.007412,4.93
4863,APORT11L,51.99,0.010109,5.02
1015,APORT12L,91.96,0.018054,7.06
563,APORT13L,120.96,0.018147,8.14
3714,APORT17L,60.54,0.010029,5.80
385,APORT21L,168.65,0.010041,8.51
2035,APORT22L,305.95,0.010072,13.04
2152,APORT23L,363.23,0.013953,13.06
401,APORT24L,178.79,0.004000,9.97
539,APORT26L,153.63,0.008008,10.97
3581,APORT27L,316.77,0.010044,12.95
1294,APORT31L,73.52,0.002050,5.68
1480,APORT32L,104.80,0.010070,7.88
3216,APORT33L,92.95,0.010098,7.25
1490,APORT34L,97.39,0.002049,7.30
2956,APORT36L,32.01,0.002014,4.87
3686,APORT37L,285.24,0.000000,8.23
775,ARMON11L,115.91,0.020082,7.85
2140,ARMON12L,170.36,0.010039,10.22
2699,ARMON13L,158.92,0.010032,9.59
811,ARMON17L,111.82,0.018127,7.91
1874,ARMON21L,36.77,0.010035,4.21
1885,ARMON22L,81.47,0.010088,5.42
949,ARMON23L,77.29,0.010092,6.68
2027,ARMON24L,46.06,0.010100,4.75
937,ARMON27L,93.63,0.010041,7.15
514,ARMON77L,361.56,0.010088,13.93
4207,ATCAH12L,9.78,0.008024,2.06
2880,ATCAH13L,50.41,0.008034,3.28
3315,ATCAH17L,14.63,0.007998,2.68
2482,ATCAH27L,50.82,0.008050,4.58
888,ATCAH37L,69.47,0.008122,5.61
1868,ATMAK11L,6.95,0.018064,1.86
365,ATMAK21L,23.44,0.010049,3.35
1966,ATMAK22L,17.68,0.018054,3.06
2731,ATMAK23L,9.71,0.003931,2.15
1829,ATMAK31L,24.98,0.028097,3.49
4982,ATMAK32L,12.76,0.010087,2.64
2123,ATMAK33L,28.72,0.010031,4.07
4495,ATMAK34L,24.64,0.010035,3.76
2466,ATMAK37L,215.54,0.010092,12.00
3608,AVANT17L,100.35,0.010069,6.93
3562,AVANT22L,35.01,0.010032,3.89
2661,AVANT23L,58.98,0.010038,4.49
843,AVANT27L,39.99,0.008027,4.46
1034,AVENU11L,8.34,0.020188,2.24
3973,AVENU12L,17.95,0.010031,3.15
2181,AVENU14L,9.59,0.010069,2.27
4537,AVENU17L,27.94,0.020113,3.34
2833,AVENU27L,25.28,0.010106,4.05
5131,AYANA12L,68.74,0.010070,6.47
423,AYANA17L,70.61,0.012115,6.56
1478,AYANA22L,136.55,0.008024,9.49
4468,AYANA27L,85.44,0.020206,7.03
2564,AYANA32L,69.77,0.018067,6.58
627,AYANA37L,98.23,0.000000,7.53
4630,AYYOK12L,74.28,0.010081,6.07
4434,AYYOK13L,116.01,0.002046,7.36
735,AYYOK16L,312.05,0.010091,16.81
2475,AYYOK17L,92.72,0.010117,7.14
2632,AYYOK22L,102.17,0.010047,7.42
438,AYYOK23L,151.98,0.010092,8.07
3621,AYYOK26L,255.17,0.010059,11.25
4219,AYYOK27L,79.26,0.002047,6.60
4655,B178711L,48.98,0.018067,4.66
4099,B178712L,49.01,0.008061,5.81
1708,B178713L,76.05,0.012156,6.88
1323,B178714L,195.58,0.012151,10.45
5046,B178717L,103.28,0.012134,7.61
96,B178721L,18.07,0.040261,3.12
1752,B178722L,70.56,0.020198,6.35
193,B178723L,98.25,0.010034,6.76
1972,B178727L,95.41,0.010066,7.05
1421,B178732L,45.43,0.022228,5.14
5021,B178733L,60.05,0.010124,5.24
2398,B178737L,108.85,0.010038,7.20
3123,BAG0112L,50.48,0.000000,4.20
2763,BAG0122L,45.02,0.008047,5.50
77,BAGYL11L,49.15,0.012006,5.20
204,BAGYL12L,156.27,0.010036,8.89
903,BAGYL13L,124.54,0.010035,8.98
4694,BAGYL17L,73.43,0.000000,7.11
2247,BAGYL21L,104.95,0.018066,8.01
238,BAGYL22L,87.10,0.007914,7.17
815,BAGYL23L,76.86,0.002047,7.01
4431,BAGYL27L,22.95,0.007980,3.73
643,BAHGU11L,25.29,0.012055,2.79
3363,BAHGU21L,7.85,0.010033,2.07
1797,BAHGU31L,5.88,0.048343,1.76
2959,BAHGU37L,55.36,0.000000,5.48
4825,BAKAA17L,7.14,0.010036,1.97
3665,BAKAA27L,8.55,0.010043,2.27
2196,BAKAA37L,1.02,0.010070,0.76
3070,BAKTP11L,66.62,0.010033,6.84
205,BAKTP12L,88.79,0.002048,7.00
538,BAKTP13L,89.67,0.012047,7.20
891,BAKTP17L,41.36,0.010038,4.87
5042,BAKTP21L,43.95,0.010132,4.32
4914,BAKTP22L,62.46,0.010077,5.48
5083,BAKTP23L,68.59,0.020173,6.81
4100,BAKTP24L,36.96,0.005536,3.66
2708,BAKTP27L,69.80,0.010079,5.01
524,BAKTP31L,44.14,0.012057,5.14
345,BAKTP32L,50.07,0.000000,4.65
5117,BAKTP33L,136.48,0.002047,5.27
4644,BAKTP37L,13.41,0.010083,2.56
3111,BATIR12L,208.99,0.008042,8.18
3323,BATIR13L,230.54,0.008035,9.02
2230,BATIR17L,88.72,0.002016,7.06
3082,BATIR22L,61.50,0.002013,5.53
2442,BATIR23L,161.94,0.010101,8.06
3912,BATIR27L,51.95,0.000000,5.60
3977,BATIR32L,66.50,0.002047,6.07
708,BATIR33L,77.30,0.008034,5.70
2628,BATIR37L,64.80,0.010027,5.24
847,BAYGI11L,2.48,0.010040,1.14
3943,BAYGI12L,21.57,0.010076,3.55
1190,BAYGI13L,13.50,0.010030,2.95
542,BAYGI14L,12.93,0.010037,2.79
4557,BAYGI17L,61.67,0.008034,6.01
3792,BAYGI21L,5.16,0.022249,1.71
242,BAYGI27L,22.95,0.018055,4.02
3043,BAYGI31L,3.47,0.032157,1.43
2459,BAYGI32L,12.99,0.010091,2.55
3613,BAYGI33L,32.25,0.010097,3.17
3417,BAYGI34L,43.11,0.010044,4.19
4618,BAYGI37L,71.74,0.020183,6.49
3285,BBABY12L,59.38,0.000000,5.99
1740,BBABY13L,101.16,0.010105,6.81
1344,BBABY17L,81.87,0.010043,6.82
3689,BBABY22L,58.91,0.010070,6.54
2978,BBABY23L,42.94,0.008023,5.19
3367,BBABY27L,157.64,0.010036,9.53
2167,BCLUB17L,226.68,0.008029,11.08
4030,BCLUB22L,23.65,0.010070,3.80
2193,BCLUB27L,45.90,0.010034,4.56
2923,BDKIB12L,54.33,0.010072,5.29
2449,BDKIB17L,54.44,0.010043,4.84
2072,BDKIB27L,360.00,0.010036,15.03
2171,BDKIB37L,89.37,0.002015,6.63
3465,BIATA11L,5.57,0.010035,1.83
1640,BIATA12L,68.62,0.002046,5.87
2581,BIATA13L,108.56,0.008018,7.16
3395,BIATA14L,139.56,0.020075,8.83
2584,BIATA17L,235.45,0.010037,6.85
632,BIATA21L,12.51,0.030117,2.54
4857,BIATA22L,115.79,0.020104,5.36
4218,BIATA23L,51.23,0.062365,5.12
4325,BIATA27L,122.23,0.010035,6.92
4283,BIBER17L,325.37,0.002060,15.13
3059,BIBER21L,63.14,0.010075,5.74
5100,BIBER22L,290.21,0.020214,14.14
3423,BIBER23L,271.66,0.000000,13.02
4565,BIBER27L,332.40,0.010047,13.83
2799,BIGIR11L,12.41,0.050424,1.99
4419,BIGIR12L,19.96,0.012978,3.06
2509,BIGIR13L,24.56,0.012052,3.01
5194,BIGIR17L,15.71,0.010082,2.87
4120,BIGIR21L,4.48,0.042259,1.66
4417,BIGIR22L,52.34,0.010028,5.76
3558,BIGIR23L,113.86,0.020205,6.37
510,BIGIR27L,20.61,0.000000,3.41
1059,BIGIR31L,4.47,0.010057,1.41
2287,BIGIR32L,45.43,0.012167,4.64
2798,BIGIR33L,35.26,0.012041,4.13
1058,BIGIR34L,118.44,0.010093,7.17
3722,BIGIR37L,20.53,0.010080,3.36
1309,BIHAL11L,10.85,0.012060,2.36
2249,BIHAL12L,88.43,0.008024,6.51
1260,BIHAL13L,92.36,0.012064,7.28
3701,BIHAL14L,98.92,0.010040,6.56
3730,BIHAL17L,112.59,0.002046,4.29
4910,BIHAL21L,8.09,0.020181,2.01
1980,BIHAL22L,90.87,0.008022,7.29
2502,BIHAL23L,85.21,0.010098,7.02
2904,BIHAL24L,55.69,0.010065,5.09
2549,BIHAL27L,126.34,0.010042,7.96
4566,BIPOL17L,114.49,0.015966,7.13
4075,BIPOL27L,61.72,0.010031,5.39
1775,BIPOL37L,41.28,0.010103,4.62
275,BISER12L,31.77,0.010097,4.03
3432,BISER17L,29.25,0.012151,3.95
3981,BISER27L,36.18,0.010059,2.62
219,BIT0112L,19.77,0.010040,3.23
450,BIT0113L,15.64,0.002045,3.00
1916,BIT0117L,67.15,0.010041,5.66
3499,BIT0122L,3.09,0.002015,1.06
477,BIT0123L,6.76,0.008030,2.01
4216,BIT0127L,12.98,0.010041,2.67
718,BITEZ11L,28.73,0.038320,3.66
1575,BITEZ12L,110.27,0.010074,8.19
2107,BITEZ17L,73.44,0.010094,6.34
3439,BITEZ21L,8.44,0.020136,2.35
3156,BITEZ22L,72.89,0.010039,6.40
4701,BITEZ23L,44.56,0.018075,5.19
3836,BITEZ24L,120.74,0.010092,7.07
970,BITEZ27L,36.66,0.010030,4.29
1054,BITEZ31L,9.45,0.020099,2.12
2609,BITEZ32L,56.86,0.010051,5.60
456,BITEZ37L,109.30,0.010104,7.92
3679,BITIS11L,8.28,0.014755,2.11
623,BITIS12L,31.84,0.002013,3.56
3868,BITIS13L,34.03,0.018323,4.34
3935,BITIS17L,41.49,0.018147,4.52
2391,BITIS21L,15.82,0.032122,2.84
2964,BITIS22L,47.24,0.010066,4.11
4090,BITIS23L,60.85,0.002053,5.15
1292,BITIS24L,263.72,0.012148,7.15
3861,BITIS27L,134.87,0.024000,8.52
4955,BITTV11L,6.15,0.010038,1.84
3814,BITTV12L,17.13,0.002015,2.97
4418,BITTV13L,25.05,0.010042,3.37
3157,BITTV14L,19.17,0.010049,2.85
2088,BITTV15L,36.12,0.010038,3.86
4548,BITTV17L,47.67,0.010098,4.89
3502,BITTV21L,71.54,0.018148,5.72
179,BITTV22L,256.24,0.010038,11.63
1659,BITTV23L,192.79,0.002015,10.43
251,BITTV24L,87.05,0.008018,6.81
963,BITTV27L,190.88,0.010036,9.69
73,BITTV31L,42.74,0.010092,4.14
1455,BITTV32L,155.26,0.010073,9.42
408,BITTV33L,350.20,0.010194,11.52
2470,BITTV34L,186.16,0.010044,7.72
2815,BITTV35L,36.25,0.008017,3.82
1360,BITTV37L,144.12,0.010088,7.83
1045,BOACB11L,12.18,0.010036,1.80
2301,BOACB12L,7.43,0.010045,1.75
1077,BOACB13L,3.61,0.000000,1.31
911,BOACB17L,1.16,0.002018,0.81
3880,BOACB21L,10.18,0.002046,2.25
382,BOACB22L,29.51,0.020071,2.70
332,BOACB23L,44.45,0.010079,2.91
4832,BOACB27L,15.47,0.018076,3.03
2327,BOACB31L,7.59,0.020070,2.02
159,BOACB32L,20.21,0.008039,2.69
1097,BOACB33L,39.43,0.010039,2.14
1977,BOACB34L,18.14,0.020075,1.90
436,BOACB37L,7.66,0.020172,1.81
4358,BOACB72L,117.31,0.015613,8.07
574,BOASA12L,45.58,0.010043,5.23
4900,BOASA13L,50.90,0.000000,5.29
369,BOASA14L,83.73,0.010099,5.19
4676,BOASA17L,96.74,0.010044,6.79
693,BOASA22L,153.23,0.008307,8.19
4048,BOASA23L,137.96,0.010052,8.90
234,BOASA24L,84.08,0.010096,7.39
4226,BOASA27L,33.52,0.010066,4.56
1303,BOBAG11L,18.64,0.010056,3.18
3320,BOBAG12L,120.18,0.002014,7.82
769,BOBAG13L,92.67,0.010051,7.03
2497,BOBAG14L,113.05,0.010034,7.07
3530,BOBAG15L,32.73,0.010068,3.89
1457,BOBAG17L,134.11,0.010063,8.15
2897,BOBAG21L,138.68,0.008019,8.66
865,BOBAG22L,225.18,0.012199,11.16
118,BOBAG23L,262.67,0.010046,10.94
1655,BOBAG24L,187.49,0.010048,10.17
2996,BOBAG27L,222.70,0.007999,11.62
3464,BOBAG31L,149.35,0.002015,7.48
2375,BOBAG32L,208.56,0.018062,10.26
2947,BOBAG33L,166.06,0.010076,9.80
455,BOBAG37L,229.96,0.010080,8.49
5195,BOBAR11L,10.59,0.020253,2.40
1750,BOBAR12L,50.28,0.010040,4.28
3217,BOBAR13L,34.41,0.020136,4.31
2761,BOBAR17L,81.37,0.010095,6.01
3279,BOBAR21L,31.94,0.010038,4.29
1584,BOBAR22L,88.21,0.018052,7.29
1356,BOBAR23L,123.54,0.010104,8.60
416,BOBAR27L,163.97,0.012043,9.02
2873,BOBYL12L,27.11,0.012119,2.98
3768,BOBYL13L,51.27,0.002046,4.72
236,BOBYL14L,62.33,0.010084,5.91
4793,BOBYL17L,163.33,0.010035,5.58
5020,BOBYL27L,182.22,0.008053,10.00
3842,BOCAP17L,67.45,0.010090,6.45
2188,BOCAP22L,83.92,0.012065,7.10
136,BOCAP23L,92.90,0.010027,7.03
1023,BOCAP27L,30.31,0.010033,4.14
1961,BOCAP37L,79.95,0.020171,6.33
720,BOCIF12L,16.03,0.008031,2.65
1092,BOCIF13L,11.08,0.000000,2.53
1845,BOCIF14L,102.02,0.010036,3.93
2079,BOCIF17L,28.10,0.010095,2.09
142,BOCIF22L,26.87,0.010035,3.68
2507,BOCIF23L,29.42,0.010044,4.16
2924,BOCIF24L,22.72,0.012143,3.68
5129,BOCIF27L,15.80,0.008051,2.67
4342,BOCIF37L,226.07,0.010040,9.17
5171,BOCIM17L,68.92,0.010106,6.57
2562,BOCIM21L,29.05,0.030118,4.41
3204,BOCIM27L,43.26,0.020081,4.76
2420,BOCIM31L,3.53,0.010096,1.50
491,BOCIM37L,44.52,0.010093,5.48
1332,BOCIM77L,228.36,0.010047,11.59
1553,BOCIR12L,75.97,0.010037,6.15
4802,BOCIR13L,49.22,0.010099,5.30
1200,BOCIR17L,83.21,0.008019,6.45
545,BOCRS11L,28.57,0.010046,4.19
4205,BOCRS12L,366.73,0.002016,15.23
4040,BOCRS13L,244.81,0.010068,12.21
8,BOCRS17L,215.66,0.012185,10.29
5063,BOCRS21L,6.28,0.010100,1.92
3932,BOCRS22L,115.13,0.002016,7.78
2305,BOCRS23L,227.08,0.008024,10.86
1300,BOCRS24L,139.90,0.008019,8.49
4368,BOCRS27L,241.65,0.012123,13.02
2083,BOCRS37L,196.17,0.008022,9.84
3084,BOD0112L,57.54,0.018110,5.50
406,BOD0122L,129.75,0.002014,8.94
1445,BODAG17L,41.41,0.010030,3.82
56,BODAG22L,14.02,0.008044,2.76
3546,BODAG23L,14.78,0.010044,2.63
3662,BODAG24L,21.04,0.020139,3.35
1495,BODAG27L,18.05,0.020161,3.71
183,BODAG37L,17.68,0.010005,2.86
705,BODAL17L,27.81,0.010095,3.81
1485,BODAL27L,19.36,0.012053,3.81
3620,BODAR11L,20.34,0.030319,3.38
218,BODAR12L,42.89,0.010039,5.06
4234,BODAR13L,38.56,0.012093,4.70
292,BODAR17L,36.62,0.010031,4.26
305,BODAR21L,33.21,0.018116,3.70
3648,BODAR22L,22.87,0.010078,3.29
3725,BODAR23L,27.38,0.010102,3.41
1565,BODAR24L,18.49,0.010037,3.45
3324,BODAR27L,42.25,0.020172,5.27
