,Cell,MSE,Passed,MAPE
4458,BOGOL32L,117.19,0.002046,9.10
3709,BOGOL33L,102.88,0.010026,8.09
4353,BOGOL37L,79.28,0.000997,5.86
540,BOHEK11L,16.34,0.000000,3.16
3791,BOHEK12L,572.00,0.000000,19.68
3175,BOHEK13L,85.09,0.000000,7.48
147,BOHEK14L,113.38,0.000000,8.20
128,BOHEK17L,279.92,0.002010,12.09
931,BOHEK22L,277.80,0.002046,13.14
735,BOHEK23L,285.33,0.000000,13.53
2796,BOHEK27L,564.06,0.000000,18.82
3787,BOISL12L,43.67,0.000000,5.11
2962,BOISL17L,42.06,0.000000,5.06
5098,BOISL27L,46.49,0.000000,5.15
4393,BOISL32L,46.82,0.000000,4.26
3384,BOISL33L,13.01,0.000000,2.86
996,BOISL34L,32.05,0.008020,4.25
2899,BOISL35L,13.57,0.000000,2.72
582,BOISL37L,14.86,0.000000,2.91
4703,BOKAC12L,22.72,0.000000,3.39
1893,BOKAC13L,10.98,0.000000,2.61
818,BOKAC14L,10.68,0.000000,2.50
963,BOKAC15L,5.08,0.000000,1.92
3453,BOKAC17L,11.18,0.000000,2.27
3614,BOKAC27L,129.12,0.008025,10.47
104,BOKER17L,63.33,0.008020,6.31
701,BOKER27L,234.11,0.002045,11.58
545,BOKER77L,353.50,0.000000,15.32
1536,BOKOY11L,41.57,0.008072,4.95
4723,BOKOY12L,485.87,0.000000,18.89
2362,BOKOY13L,67.06,0.008052,6.62
3714,BOKOY14L,150.63,0.000000,7.98
4613,BOKOY17L,154.25,0.001997,9.66
4604,BOKOY21L,20.35,0.000000,3.38
50,BOKOY31L,21.15,0.000000,3.29
2516,BOKOY32L,103.08,0.000000,7.22
3089,BOKOY33L,73.24,0.000000,6.79
