,Cell,MSE,Passed,MAPE
1927,FLIPE35L,48.47,0.000000,4.71
1928,ORGEZ12L,60.35,0.000000,6.25
1929,BCLUB27L,97.63,0.008021,7.95
1930,KORYB33L,80.74,0.008011,7.42
1931,YALBU17L,89.19,0.000000,7.27
1932,CWSRA12L,603.24,0.000000,20.04
1933,KRINC13L,94.00,0.000000,8.05
1934,KONCK27L,20.88,0.010040,3.64
1935,KSBAH31L,8.86,0.002032,2.14
1936,TULIM12L,38.86,0.002014,4.69
1937,PILAJ32L,133.12,0.000000,7.86
1938,SWMAC12L,160.34,0.008021,10.40
1939,VENUS32L,270.75,0.010048,11.97
1940,MEYBO23L,70.45,0.007019,6.17
1941,KARSM23L,83.67,0.000000,7.52
1942,CESOV17L,10.03,0.002010,2.42
1943,KRKBM22L,233.31,0.000000,12.51
1944,BOGOL37L,79.28,0.010041,5.86
1945,TURVC12L,58.15,0.002019,6.64
1946,KRMRN11L,14.37,0.000000,2.82
1947,ILDBA27L,236.36,0.000000,10.96
1948,KUBUK14L,98.38,0.000000,7.79
1949,ALPAZ33L,127.65,0.002047,9.05
1950,KRBUS43L,86.09,0.000000,7.04
1951,CESDK33L,119.05,0.008022,7.69
1952,GUMPK27L,93.16,0.002046,7.17
1953,BDKIB27L,416.20,0.010042,17.26
1954,KARNE11L,15.96,0.000000,2.20
1955,KRKBK11L,21.01,0.000000,3.34
1956,KSBAH22L,50.10,0.008020,5.78
1957,YAKYI17L,23.06,0.000000,3.98
1958,BOCAP27L,54.15,0.010091,5.78
1959,BDKIB37L,91.77,0.010091,6.72
1960,KARTO31L,35.80,0.000000,4.14
1961,KARIH13L,17.70,0.000000,3.27
1962,DRTEK13L,100.25,0.000000,7.45
1963,BODMR37L,51.88,0.000000,5.53
1964,KRIBB12L,25.13,0.010094,3.82
1965,CEDAL33L,66.57,0.000000,5.23
1966,BIGIR12L,76.79,0.010744,7.43
1967,CECIF41L,90.58,0.000000,7.45
1968,KRCUM23L,30.29,0.000000,4.27
1969,BIBER23L,271.66,0.008577,13.02
1970,BODAR27L,49.30,0.004516,5.51
1971,MAIRA17L,72.94,0.000000,5.74
1972,BOMUMB7L,171.98,0.002049,9.72
1973,YAKGU14L,52.20,0.002022,6.01
1974,ORKEN13L,88.08,0.002078,6.45
1975,SEMME44L,31.94,0.008020,4.44
1976,KARPE22L,47.89,0.000000,5.95
1977,TUMER22L,98.26,0.000000,7.27
1978,KORAG32L,73.23,0.000000,6.34
1979,CEKOK22L,65.56,0.000000,7.08
1980,BOCRS23L,226.43,0.002053,10.86
1981,BODAR22L,26.31,0.000000,3.77
1982,BOHEK12L,184.38,0.010022,9.28
1983,CESMK47L,75.41,0.010032,6.92
1984,GUKIZC7L,63.10,0.008027,6.55
1985,KATAK11L,8.11,0.002020,2.26
1986,CESPF22L,21.58,0.000000,3.76
1987,BOCRS24L,164.94,0.003183,9.30
1988,BODYA35L,38.65,0.002067,4.78
1989,SEMME14L,24.98,0.000000,4.01
1990,MIVAR17L,226.61,0.009894,11.28
